ApplicationDate,Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
2028-01-20,50,514,Employed,Associate,30,18322,48,Divorced,0,Rent,251,0.3349741273755358,3,0,0.2255456857244742,0,Home,0,17,2,5267,3884,40351,6971,0.8212521427287313,4,33380,0.256322,0.2302030843139077,587.4509437900642,0
2072-09-14,51,617,Self-Employed,Master,30,20307,12,Single,5,Own,814,0.0858295642968726,3,1,0.0649313207627809,0,Auto,0,26,23,608,1132,113378,2448,0.832469990443046,5,110930,0.176807,0.1608286616622687,1843.267942157373,1
2018-02-06,42,552,Employed,Associate,18,18326,60,Married,1,Rent,482,0.1880053011286133,6,1,0.0713019781228963,0,Home,0,25,19,463,1585,170720,30154,0.706246374378828,7,140566,0.247326,0.2189123509215851,505.01155031559216,1
2065-07-19,35,483,Unemployed,Associate,13,62400,24,Married,3,Mortgage,268,0.1205122154413076,1,2,0.0757236158533129,0,Auto,0,33,8,1941,1296,24299,11082,0.5369643957860432,5,13217,0.2959,0.3334203803481192,3597.202688110792,0
2064-10-19,32,597,Employed,Associate,10,19861,60,Widowed,3,Other,475,0.3487736868839798,0,0,0.6679436816396388,0,Auto,0,21,17,21787,5894,27681,12685,0.8961766487479291,2,14996,0.2263609999999999,0.2312176716982993,561.2812949666495,0
2049-02-15,24,573,Employed,Associate,1,37116,60,Married,2,Own,128,0.3961909701080318,3,0,0.1783791168220701,0,Education,0,25,14,2440,3102,74345,66189,0.8508941731681884,7,8156,0.255616,0.2389413665143558,1065.472366889646,0
2026-05-04,18,453,Employed,High School,0,7735,60,Married,0,Mortgage,121,0.0525746819521209,2,2,0.5300719866940764,0,Other,0,27,3,2279,2340,49825,29316,0.9567129601106904,5,20509,0.286235,0.2932194854020784,247.04163712073216,0
2023-08-10,39,392,Employed,Master,15,24740,60,Widowed,2,Mortgage,309,0.4853626073683013,2,1,0.2415271595797461,0,Debt Consolidation,0,21,20,1899,734,26029,40605,0.721549643785304,5,8411,0.33374,0.3062501161067723,809.9468223595983,0
2018-10-18,37,620,Employed,Master,16,16112,60,Married,3,Own,495,0.4833771184525332,1,0,0.4067297521255082,0,Other,0,22,6,6384,1472,33453,43942,0.7927681781458709,6,3853,0.211112,0.2221234465002956,446.9433286927376,1
2047-07-04,21,574,Employed,Associate,0,18445,36,Single,1,Other,251,0.0830789364729771,3,1,0.2726130903248742,0,Education,0,24,5,2149,1677,84290,7040,0.8380583225183608,5,77250,0.216445,0.2287430562053317,712.7930027467665,0
2045-06-07,61,577,Employed,High School,40,54349,36,Single,1,Own,703,0.1272767669699971,2,1,0.2115021235042536,0,Education,0,28,5,532,2050,369775,7417,0.9436107003552544,6,362358,0.250849,0.2749150960781344,2233.1656082524223,0
2052-10-28,28,587,Employed,High School,3,64829,48,Divorced,4,Rent,458,0.6066333980604667,4,3,0.7747310464451014,0,Debt Consolidation,0,18,19,2175,1958,142017,38349,0.7332898731702805,5,103668,0.266329,0.2998641317660645,2333.720302274571,0
2024-09-01,35,602,Employed,High School,12,9308,48,Married,0,Rent,484,0.2941733952552072,2,2,0.2060482934717306,0,Other,1,21,10,2437,4211,98751,23552,0.8423741612525412,5,75199,0.203308,0.1981575882303177,282.3329184171005,0
2071-11-28,42,614,Employed,Doctorate,18,15348,36,Single,2,Rent,740,0.1027085963895192,3,1,0.0351436143116292,0,Debt Consolidation,0,25,17,4257,1658,20640,2674,0.7911765234163108,4,17966,0.193348,0.2248128472262085,589.9753655780432,0
2027-06-22,25,594,Employed,Bachelor,4,29864,72,Married,3,Rent,599,0.1702713918305548,9,1,0.6374849472584984,0,Home,0,25,3,1238,6226,20553,23200,0.7947118186462372,4,8338,0.247864,0.2175973909768543,746.113591096308,0
2068-05-08,41,575,Employed,Associate,22,19333,48,Single,3,Rent,446,0.246061705559207,6,2,0.1702626591424154,0,Home,0,17,9,5175,1769,91102,74374,0.549536309641587,3,16728,0.226833,0.2425395069198777,633.008573382344,0
2026-07-24,18,590,Employed,Master,0,5771,36,Married,0,Other,363,0.4208316108478819,0,1,0.0901133634363753,0,Home,0,29,17,4367,314,7287,48346,0.6444136444572018,2,4387,0.195771,0.2155219791823014,219.06243430910564,0
2030-01-11,33,523,Employed,Master,12,91275,84,Single,3,Other,579,0.231134149995531,2,2,0.3412935390864807,0,Debt Consolidation,0,22,1,1929,619,61722,111783,0.9257768815868604,7,2234,0.354775,0.3755075538603709,3088.290447470953,0
2071-09-15,55,566,Unemployed,Bachelor,34,10846,24,Married,5,Rent,557,0.369918414171807,1,1,0.1201125035843251,0,Education,0,27,24,8172,3036,90478,6651,0.9386252187921146,3,83827,0.2028459999999999,0.1979741037133763,550.9430537152651,1
2070-07-31,42,611,Employed,High School,17,18411,60,Single,1,Other,326,0.3005970039412619,1,1,0.1440498396695826,0,Debt Consolidation,0,23,6,9755,1014,31157,30469,0.7010155924622299,5,9018,0.217911,0.2261859844419511,514.9883211354677,0
2031-08-13,27,585,Employed,Master,1,20602,48,Married,2,Own,211,0.5230225107465233,2,0,0.3788763588877001,0,Home,0,27,26,2285,1432,14855,52207,0.829915492430604,7,6742,0.223102,0.1784816,603.5503425889591,1
2050-03-08,32,596,Employed,Bachelor,9,49013,48,Married,0,Rent,442,0.3261460668272815,0,1,0.180856444989187,0,Debt Consolidation,0,30,29,16586,1592,56873,25990,0.9012641021219676,4,30883,0.246013,0.2154996371872592,1532.257318680079,0
2030-07-29,46,609,Employed,Bachelor,27,14818,84,Divorced,0,Rent,295,0.2224883243546569,1,1,0.4649227700031214,0,Home,0,19,5,613,113,195624,26297,0.9251552462976308,3,169327,0.235318,0.2555946779990835,380.38458766779314,0
2066-01-28,26,424,Employed,Associate,6,24798,72,Widowed,3,Own,438,0.1407629548121117,2,2,0.1584185831346014,0,Home,0,32,25,942,365,145631,26214,0.50947309332774,10,119417,0.327798,0.3177560605208472,774.6410129817892,1
2048-02-13,25,557,Employed,Bachelor,5,19534,72,Married,4,Own,213,0.3121058372506874,6,0,0.1475125984952112,0,Debt Consolidation,0,23,28,7599,1192,9426,5263,0.7376504176063766,8,4163,0.256034,0.2512069269586802,527.6384218575101,0
2045-11-26,36,606,Employed,Master,13,16677,84,Divorced,3,Mortgage,345,0.3074045368079118,4,3,0.252516479589409,0,Education,0,24,10,2233,1065,90111,21641,0.8470750833234018,6,68470,0.238677,0.2602141598822714,433.0740502866636,0
2041-05-01,42,587,Employed,Bachelor,20,16282,48,Single,2,Mortgage,782,0.655802405463383,1,0,0.3651461137856784,0,Auto,0,19,5,876,909,44179,73968,0.7952731743072458,4,6165,0.217782,0.2300444619461112,521.9017235356287,0
2058-07-06,52,543,Employed,Bachelor,29,30736,24,Married,3,Own,286,0.194400946109789,2,1,0.111206353036042,0,Home,0,21,2,1150,664,34270,4063,0.7400563073777775,6,30207,0.2342359999999999,0.2113718456029257,1581.46118699836,0
2022-09-20,47,596,Employed,Bachelor,24,10210,48,Single,0,Rent,371,0.15726241904336,0,0,0.254534081481324,0,Home,0,24,15,11077,7216,221515,42428,0.9449510026637,4,179087,0.20721,0.2155965427536847,319.24120310143184,1
2034-02-14,18,465,Employed,Master,0,19003,84,Single,3,Mortgage,1235,0.1775770082657853,4,0,0.171445742204142,0,Home,0,23,22,6249,642,169404,17197,0.9436550957509342,3,152207,0.311503,0.3047785307481302,549.47213423622,0
2036-05-07,38,624,Unemployed,Bachelor,15,40786,24,Single,2,Own,548,0.4892247365077977,7,1,0.7025225850677299,0,Debt Consolidation,0,27,21,16222,4264,95296,40778,0.6449684461513782,5,54518,0.203786,0.2271474674043836,2130.3259104196945,0
2033-07-22,35,615,Employed,Bachelor,13,92425,96,Married,0,Rent,315,0.3166120075579144,1,1,0.2168162002184884,0,Other,0,28,24,1718,1110,38466,46951,0.8453374244652724,4,3156,0.319925,0.3252494206824156,2713.3124805308794,0
2047-12-02,33,548,Employed,High School,8,17427,48,Married,1,Rent,621,0.4425678151924552,5,0,0.2722568850344391,0,Debt Consolidation,0,30,19,15312,1286,342934,29774,0.735931590382009,4,313160,0.238427,0.2190776819587893,548.1841820683859,0
2043-11-19,42,425,Employed,Master,18,9822,36,Married,2,Mortgage,379,0.2916169752375738,3,1,0.1382719197877085,0,Auto,0,19,21,5649,901,160272,61741,0.9045172528840132,1,98531,0.2823219999999999,0.2911201414640702,412.19667952342087,1
2046-11-17,50,507,Employed,Doctorate,28,6824,120,Single,4,Mortgage,993,0.0792199360382631,2,3,0.4590461147825641,0,Home,0,25,9,1470,4493,55180,29184,0.6895167636543609,5,25996,0.308324,0.2535312502076881,156.94329722046604,0
2035-08-14,41,638,Self-Employed,Master,20,22903,24,Married,1,Mortgage,480,0.415191120012025,4,1,0.064550184985128,0,Debt Consolidation,0,18,13,298,228,34167,13327,0.7923808100391495,6,20840,0.178903,0.1695413414856154,1131.871493586572,1
2044-11-23,34,555,Employed,High School,12,64282,36,Married,1,Mortgage,280,0.2197977354775389,5,0,0.3157579768585473,0,Auto,0,27,24,2911,264,92040,29687,0.975810155069654,9,62353,0.2717819999999999,0.2690077783841924,2620.9058508443154,0
2052-04-26,31,588,Employed,High School,7,25768,48,Married,0,Rent,151,0.2501194367599466,5,1,0.3284307297613962,0,Debt Consolidation,0,31,19,1094,280,138946,71382,0.5363848867823025,4,67564,0.226768,0.2198456304069594,811.6326765463327,0
2039-06-24,59,557,Employed,Master,36,12834,60,Married,1,Own,130,0.2614191842991502,1,1,0.060151081991135,0,Auto,0,19,7,208,2028,128390,32207,0.8289244150327113,4,96183,0.239334,0.2197058001609797,354.24647300159984,1
2052-08-11,37,609,Employed,Bachelor,15,23300,108,Married,0,Mortgage,427,0.4199628268849292,2,1,0.0810299212179897,0,Debt Consolidation,0,28,28,8883,744,9627,18831,0.945299676040568,4,5829,0.2638,0.2364075236890215,522.5717140969615,0
2051-01-11,42,554,Employed,Bachelor,19,21233,48,Single,3,Mortgage,240,0.5166226998845633,4,4,0.3566773992286312,0,Other,0,26,28,179,566,37826,5946,0.5455218217974871,6,31880,0.239233,0.2053347547181641,652.1783547600583,1
2037-05-20,38,510,Employed,Bachelor,12,17657,60,Single,1,Mortgage,478,0.5105869843625336,1,2,0.1984178079017977,0,Other,0,21,16,3849,101,168327,13586,0.4018964717198673,4,154741,0.267657,0.2488967237047835,517.11486420004,0
2043-12-08,18,439,Self-Employed,Bachelor,0,33817,24,Married,3,Other,358,0.271425036451854,5,0,0.2608936905692036,0,Auto,0,34,3,15357,560,61434,25932,0.934391597148773,5,35502,0.289317,0.2314536,1773.5495132729473,0
2071-05-16,41,476,Employed,Master,18,43009,60,Married,1,Mortgage,856,0.3008595725452165,2,2,0.1129883899531058,0,Education,0,17,26,1949,2279,65543,14173,0.698796828189665,3,51370,0.310009,0.3277805506495361,1465.759931279553,0
2023-05-18,47,643,Employed,Bachelor,26,13706,72,Single,0,Own,299,0.1700882333645734,0,1,0.38091855175181,0,Debt Consolidation,0,26,23,5367,163,60933,106739,0.6286018435762352,8,1495,0.207206,0.1911677289270448,321.31837030691656,1
2054-06-19,38,568,Unemployed,Bachelor,17,30488,60,Married,0,Rent,197,0.1392889877193442,0,1,0.1061531262298498,0,Auto,0,23,28,2248,2179,20574,5490,0.9635126735314398,8,15084,0.251488,0.2365787611457711,871.0338548460289,0
2036-02-09,66,640,Employed,Bachelor,41,10481,36,Single,0,Mortgage,1353,0.2407405979374054,2,1,0.5431599771846193,0,Home,0,18,29,1020,5443,25869,4013,0.8719844124516649,8,21856,0.175481,0.1794262011781562,378.6116348221752,1
2052-08-09,35,541,Self-Employed,Doctorate,10,36954,72,Widowed,1,Rent,695,0.3539049767026592,1,2,0.2519604015623402,0,Education,0,19,29,1171,1532,358988,1612,0.5293388281967742,4,357376,0.281454,0.245377371714013,984.9800678321548,1
2038-08-12,22,580,Employed,High School,0,18955,84,Single,1,Own,188,0.4615284457771247,3,1,0.1452641939990468,0,Home,0,31,16,5517,1647,138680,23430,0.9378456533631064,6,115250,0.253955,0.2863105104056071,524.6420196651231,0
2028-09-15,23,612,Employed,Bachelor,3,28994,48,Married,2,Mortgage,373,0.2950853642221235,1,0,0.3805910204887181,0,Debt Consolidation,0,28,6,1542,1551,8097,28368,0.829902553902449,3,8338,0.217994,0.2331838441232941,934.3653268528736,0
2052-05-06,32,616,Employed,Master,11,14383,36,Married,3,Mortgage,358,0.2239215965465299,2,1,0.3446596713958919,0,Other,0,16,20,922,389,23367,13639,0.8868440390566131,5,9728,0.191383,0.1855069904934448,523.9619416044256,1
2031-08-26,59,488,Employed,Master,34,26721,36,Married,0,Mortgage,483,0.3218646781473158,3,1,0.4097823534073299,0,Debt Consolidation,0,26,4,2109,14016,201966,11797,0.7830626632060416,7,190169,0.267721,0.3212652,1165.6946060185255,0
2025-01-15,22,594,Employed,Associate,0,21986,60,Widowed,0,Mortgage,255,0.3909711249401651,3,0,0.5586769795724631,1,Education,0,16,7,9106,1209,68596,104787,0.9197595965368104,6,9119,0.229986,0.2059529544884979,589.800866453714,1
2033-09-03,34,618,Employed,Master,13,25436,36,Married,1,Mortgage,484,0.4923546653326023,7,0,0.2813484361050837,0,Auto,0,29,5,3650,1241,142224,64700,0.6429506091098016,5,77524,0.201436,0.2131194089664643,962.3817283178676,0
2060-01-20,28,578,Employed,Master,8,15781,48,Single,2,Mortgage,563,0.3635970592720886,3,0,0.2806233920104873,1,Auto,0,26,8,2122,1938,32137,20725,0.7789452689973391,2,11412,0.221781,0.2169650225164781,494.60086493850486,0
2066-11-22,46,513,Employed,Associate,22,9390,48,Single,0,Rent,410,0.3261983640021333,1,0,0.4122401972402704,0,Home,0,29,8,1061,842,289026,98257,0.92680408686519,4,190769,0.24789,0.2049428529614372,288.2198128015225,0
2025-09-03,44,541,Employed,High School,25,43190,48,Married,1,Rent,179,0.2149459764748376,4,1,0.251837873491102,0,Auto,1,27,22,5147,1851,33097,42149,0.6604373021205796,6,9988,0.26769,0.2946283465104421,1541.6344163144297,0
2059-12-07,18,508,Employed,Master,0,18835,36,Divorced,2,Mortgage,265,0.2079423856331383,2,0,0.3846900024054057,0,Auto,0,36,9,4858,537,256193,161784,0.7802941655585505,5,94409,0.249835,0.2303697728249149,729.4606560394205,1
2030-08-27,60,600,Employed,Master,37,18868,36,Married,2,Own,429,0.1755809377069755,1,2,0.2939385427424569,0,Debt Consolidation,0,21,25,1017,300,6655,16835,0.8049273354268681,8,5701,0.203868,0.218029923977931,718.6559035041388,1
2033-10-05,46,483,Employed,Master,27,42957,84,Married,2,Mortgage,217,0.0203909525923882,4,0,0.2990293878807982,0,Other,0,27,16,2414,3542,41583,33168,0.5849062781800256,7,8415,0.326457,0.3167310560608364,1276.9660756433354,0
2027-08-27,25,544,Employed,Bachelor,1,15257,36,Divorced,0,Mortgage,663,0.2325700443880801,3,0,0.5261245469484929,0,Other,0,31,11,1366,673,39675,53405,0.8797653990849618,4,5345,0.228257,0.2474612219736502,604.5689435122189,0
2021-06-21,29,538,Employed,Bachelor,5,28416,12,Single,1,Rent,336,0.2120372261684948,2,2,0.4261713176787595,0,Home,0,29,10,1730,2052,34695,39994,0.8487683284636754,7,8319,0.224416,0.2267163330104514,2668.771630833972,0
2054-02-09,50,621,Employed,Master,28,15575,96,Widowed,2,Own,269,0.3876504269393154,5,1,0.2039166241137066,0,Home,0,29,14,807,515,31170,10464,0.8522201572980762,5,20706,0.240075,0.2272778731019224,353.31999485902986,1
2044-12-17,43,619,Unemployed,High School,20,10818,36,Married,1,Rent,485,0.2819043435752496,5,2,0.2266094341968668,0,Home,0,23,19,2085,437,51902,94531,0.7611763575868498,4,10449,0.186318,0.1913362794173781,397.2760893192221,0
2021-04-07,32,508,Employed,Associate,7,49010,12,Single,5,Rent,364,0.3141908968264367,3,1,0.2620232352484702,0,Education,0,23,2,4873,2020,133847,6714,0.9697816193872516,9,127133,0.26001,0.2438818818758332,4643.577779516603,0
2061-09-27,40,509,Employed,Bachelor,22,22047,72,Married,2,Mortgage,579,0.5253681303044705,5,2,0.2282311578602596,0,Debt Consolidation,0,32,27,2572,3771,211767,149178,0.943929670700006,4,62589,0.282547,0.3206384602080835,692.8725349790919,0
2057-12-28,33,586,Self-Employed,Bachelor,11,11454,72,Widowed,3,Own,289,0.2262610304367144,1,1,0.4461795581644666,0,Auto,0,31,23,3312,610,29475,18516,0.7443615496334864,3,10959,0.233454,0.2610806344409478,316.3718145473205,0
2059-04-01,47,651,Employed,Master,25,19606,48,Single,4,Mortgage,264,0.1441344425426357,3,2,0.5406835740783303,0,Debt Consolidation,0,25,26,4708,2200,40490,20603,0.9180586476184202,7,19887,0.189106,0.1931451329032515,589.4805884572759,0
2066-09-20,65,644,Employed,Associate,41,42359,36,Single,1,Mortgage,1605,0.273981550062543,4,3,0.4178609089155645,0,Auto,0,17,27,802,1415,40528,17010,0.6012871625590419,2,23518,0.205359,0.2200110848048684,1617.7336970677425,0
2034-12-09,45,660,Employed,Doctorate,24,30028,48,Single,0,Other,587,0.6477350394392203,2,0,0.3561170083853186,0,Home,0,28,29,23962,282,320648,30214,0.9547997703761328,5,290434,0.195028,0.2061795910831431,923.6786290295116,0
2058-01-16,66,659,Employed,High School,46,17089,48,Widowed,3,Own,606,0.2495870451851853,4,1,0.1745807721149924,0,Home,0,25,22,1852,1242,64513,294462,0.74934792227596,4,5419,0.182589,0.179302679840019,501.3668932322073,0
2049-11-18,46,566,Employed,Bachelor,25,28369,72,Married,3,Rent,752,0.1328516728660402,5,0,0.0195491446868913,0,Debt Consolidation,0,20,14,571,4566,25886,12702,0.8210620766901563,5,13184,0.2603689999999999,0.2940119952430633,842.5365663465064,0
2070-05-25,45,530,Employed,High School,25,30905,60,Single,3,Mortgage,202,0.2004338654324818,5,1,0.3013427737378856,0,Home,0,30,13,357,1948,57997,29561,0.88883375444228,6,28436,0.270905,0.2881691316383475,977.5405561343732,1
2053-01-14,32,557,Employed,Associate,9,5364,48,Married,0,Other,784,0.0833196714069605,3,1,0.0565795572702638,0,Education,0,20,8,1931,2365,72264,36530,0.7726594849293942,5,35734,0.221864,0.2337105886490141,173.0164165507496,0
2058-11-20,63,586,Employed,Bachelor,38,35634,48,Married,1,Rent,428,0.2134812478560465,1,2,0.5458528741591923,0,Debt Consolidation,0,22,17,413,4082,240501,13433,0.841719043614278,3,227068,0.237634,0.2437348274802217,1169.103555447096,0
2046-11-15,45,465,Employed,Bachelor,21,25894,48,Married,2,Rent,500,0.5202003623203812,6,0,0.1844356844570082,0,Other,0,30,16,3373,407,75623,3309,0.8280620315111274,8,72314,0.288394,0.2867193044456766,912.4449306375184,1
2055-03-01,28,565,Employed,Bachelor,8,34810,48,Divorced,0,Mortgage,318,0.0668402160656612,5,2,0.2024358687924522,0,Auto,0,29,14,23090,890,117234,20888,0.7793704634687321,6,96346,0.24731,0.2652556327992673,1184.015513609355,1
2046-03-21,40,568,Employed,Associate,17,24486,48,Single,1,Own,509,0.5864768361319026,4,0,0.2702104400595065,0,Other,0,16,5,10868,658,86691,90686,0.762394708659609,2,3499,0.235486,0.2687510676898239,837.7027267488755,0
2033-11-17,32,560,Self-Employed,Bachelor,12,28907,60,Married,3,Rent,485,0.0228267676841142,1,1,0.3537062607233898,0,Auto,0,16,11,2385,1050,118599,47844,0.6640946216834643,6,70755,0.253907,0.2735711159496842,888.8650365093041,0
2070-04-09,34,480,Employed,Associate,14,12041,60,Single,3,Mortgage,1074,0.331719527976779,6,3,0.3435453765045287,1,Debt Consolidation,0,26,29,3500,2072,42506,19792,0.7842081920903244,4,22714,0.277041,0.3115703743976118,398.1679554452684,0
2037-05-31,34,555,Employed,High School,13,10261,60,Single,0,Mortgage,319,0.6049494800805053,6,0,0.2665362497446369,0,Other,0,23,21,1205,1960,22408,16041,0.3645350985638283,5,6367,0.237761,0.2336761505464012,291.43375034281826,0
2057-05-22,29,637,Employed,Master,5,53897,96,Single,0,Other,470,0.3276756416561358,2,0,0.074559837560192,0,Home,0,21,17,4383,709,29667,6709,0.8241024085056774,7,22958,0.270397,0.2730250465018572,1386.174174530429,0
2023-01-09,32,599,Employed,Bachelor,11,9827,72,Married,3,Mortgage,364,0.2446786600643266,6,1,0.3970127489700639,1,Debt Consolidation,0,27,22,5096,2803,26457,38616,0.4907221818069354,5,4752,0.225327,0.2274046178183759,251.2519959443296,0
2071-06-23,20,498,Self-Employed,High School,0,17120,24,Married,0,Mortgage,651,0.0785526068851844,2,1,0.3398109928500593,0,Debt Consolidation,0,22,20,1013,1172,24601,6620,0.80659364766284,8,17981,0.2431199999999999,0.2469975124873335,911.1433986920144,0
2047-01-01,39,467,Employed,High School,16,62445,96,Married,1,Other,257,0.162562888194576,4,1,0.3213468570420944,0,Auto,0,25,17,3856,2548,14779,7038,0.9166594095867888,5,7741,0.363945,0.375519316146011,2061.1157152063374,0
2030-10-16,20,570,Self-Employed,Bachelor,0,47344,120,Single,1,Other,316,0.0532367366025245,3,1,0.1773194581239493,0,Auto,0,23,22,5613,1367,66531,136107,0.4985559211001824,6,1503,0.317344,0.2844962449213007,1194.2029287003213,0
2062-02-10,49,572,Employed,Master,23,24242,72,Single,2,Rent,282,0.6566113339390794,3,2,0.1307546339952869,0,Education,0,23,17,3308,2785,69947,29627,0.9061280411239884,11,40320,0.253242,0.2585228749190335,665.7461714447301,1
2063-03-27,68,587,Employed,Doctorate,47,22574,24,Single,0,Own,744,0.5505002284072871,6,1,0.1571091114161575,0,Education,1,12,19,1721,1036,53818,55504,0.9339960434746452,5,6068,0.204074,0.1721022286633747,1118.3912402187425,0
